ticker,date,window_start,window_end,window_size,garch_omega,garch_alpha1,garch_beta1,garch_gamma,realized_return,sigma,xi,xi_lo,xi_hi,ce,ce_se,ce_lo,ce_hi,ci_level,xp_fixed_tau,xp_fixed,xp_fixed_se,xp_fixed_lo,xp_fixed_hi,xp_fixed_alpha,es_01_alpha,es_01,es_01_se,es_01_lo,es_01_hi,es_01_var,es_01_var_se,var_alpha,var,var_se,var_lo,var_hi,es_alpha,es_var,es_var_se,es,es_se,es_lo,es_hi,tau_alpha,omega_alpha,alpha_tau,exception_var,exception_ce,exception_xp_fixed
BTC,2020-10-04,2018-01-08,2020-10-03,1000,1.539722233,0.06104154694,0.7699619519,0.1772119393,1.133471811,2.77684154,-3.012065953,-3.886161207,-2.137970698,-8.364029859,1.90469874,-12.09717079,-4.630888927,0.95,0.01,-6.40863027,1.086470041,-8.538072421,-4.279188119,0.02,0.01,-12.19900353,2.766684502,-17.62160552,-6.776401554,-8.364029859,1.08705739,0.01,-8.364029859,1.08705739,-10.49462319,-6.233436525,0.025,-6.071095793,0.795874319,-9.088857011,1.444031301,-11.91910635,-6.258607668,0.004105447319,242.5788167,0.009,false,false,false
BTC,2020-10-05,2018-01-09,2020-10-04,1000,1.547092386,0.06165650068,0.7690169314,0.177663332,1.153227902,2.749013016,-3.012204728,-3.877257311,-2.147152145,-8.280590004,1.881757406,-11.96876675,-4.592413261,0.95,0.01,-6.372987047,1.114253204,-8.556883197,-4.189090897,0.019,0.01,-12.23887961,2.773821837,-17.67547051,-6.802288715,-8.280590004,1.148686591,0.01,-8.280590004,1.148686591,-10.53197435,-6.029205656,0.025,-5.840257081,0.7653122694,-9.020454636,1.471240435,-11.9040329,-6.136876371,0.004275872676,232.8703876,0.01,false,false,false
BTC,2020-10-06,2018-01-10,2020-10-05,1000,1.533269589,0.06195989485,0.7703664599,0.1742569157,-1.765966406,2.724765401,-3.012452987,-3.870666753,-2.154239221,-8.208227671,1.866547512,-11.86659357,-4.549861772,0.95,0.01,-6.389304994,1.124567982,-8.593417737,-4.185192251,0.019,0.01,-12.36251887,2.809793568,-17.86961307,-6.855424675,-8.208227671,1.17271603,0.01,-8.208227671,1.17271603,-10.50670885,-5.909746488,0.025,-5.783079027,0.7747784632,-9.033393494,1.500230187,-11.97379063,-6.09299636,0.004522869761,220.0985619,0.009,false,false,false
BTC,2020-10-07,2018-01-11,2020-10-06,1000,1.538683477,0.06234132659,0.7685319331,0.1765338786,0.6069812451,2.821721322,-3.020463757,-3.879733798,-2.161193716,-8.522906987,1.900903343,-12.24860908,-4.797204896,0.95,0.01,-6.638472142,1.134463787,-8.861980306,-4.414963978,0.019,0.01,-12.85542653,2.856302498,-18.45367656,-7.257176509,-8.522906987,1.157678809,0.01,-8.522906987,1.157678809,-10.79191576,-6.253898215,0.025,-6.00978567,0.7596811931,-9.379263851,1.497866529,-12.3150283,-6.4434994,0.004545133851,219.0155227,0.009,false,false,false
BTC,2020-10-08,2018-01-12,2020-10-07,1000,1.572977464,0.0631505688,0.7674196692,0.1727075587,2.286138465,2.789481806,-3.005534378,-3.886582323,-2.124486432,-8.383883464,1.932948342,-12.1723926,-4.595374329,0.95,0.01,-6.510595836,1.185721416,-8.834567108,-4.186624564,0.018,0.01,-12.78598947,2.942833512,-18.55383717,-7.018141776,-8.383883464,1.173725462,0.01,-8.383883464,1.173725462,-10.6843431,-6.083423831,0.025,-5.830372304,0.7516050829,-9.191226028,1.538472728,-12.20657717,-6.175874889,0.004687913422,212.3145197,0.009,false,false,false
BTC,2020-10-09,2018-01-13,2020-10-08,1000,1.572463504,0.06141597056,0.7672686259,0.1750265441,1.353719392,2.802835147,-3.009151126,-3.811921152,-2.206381101,-8.434154538,1.812844923,-11.9872653,-4.88104378,0.95,0.01,-6.565646669,1.171185983,-8.861129016,-4.270164323,0.018,0.01,-12.90402407,2.934663086,-18.65585803,-7.152190119,-8.434154538,1.139995946,0.01,-8.434154538,1.139995946,-10.66850553,-6.199803542,0.025,-5.86117942,0.7242361436,-9.263997165,1.517034681,-12.2373305,-6.290663827,0.004732655764,210.2978526,0.01,false,false,false
BTC,2020-10-10,2018-01-14,2020-10-09,1000,1.569039362,0.06169382017,0.7659896786,0.1768265707,2.074267777,2.767783285,-3.016763908,-3.820957684,-2.212570132,-8.349748718,1.806904077,-11.89121563,-4.808281804,0.95,0.01,-6.503890265,1.172270597,-8.801498414,-4.206282115,0.018,0.01,-12.78833526,2.929130338,-18.52932523,-7.047345293,-8.349748718,1.154605565,0.01,-8.349748718,1.154605565,-10.61273404,-6.086763395,0.025,-5.790337427,0.7321436619,-9.172795101,1.526104759,-12.16390547,-6.181684736,0.004747859202,209.6212416,0.01,false,false,false
BTC,2020-10-11,2018-01-15,2020-10-10,1000,1.525757082,0.06037552057,0.7730892535,0.1632667083,0.774414894,2.77848681,-3.013643507,-3.849531625,-2.177755388,-8.373368734,1.867455899,-12.03351504,-4.713222429,0.95,0.01,-6.670352793,1.225719404,-9.072718679,-4.267986907,0.018,0.01,-13.26838217,3.145087322,-19.43264004,-7.104124287,-8.373368734,1.176000293,0.01,-8.373368734,1.176000293,-10.67828695,-6.068450514,0.025,-5.872182343,0.7687470009,-9.38482191,1.613934742,-12.54807588,-6.221567943,0.005214887079,190.7587064,0.01,false,false,false
BTC,2020-10-12,2018-01-16,2020-10-11,1000,1.560468945,0.06414294761,0.7645879815,0.1714778971,1.49248661,2.727567301,-3.032305022,-3.926599985,-2.13801006,-8.270816025,1.859377232,-11.91512843,-4.626503617,0.95,0.01,-6.561523315,1.225575785,-8.963607714,-4.159438916,0.018,0.01,-13.05358344,3.11581975,-19.16047793,-6.946688946,-8.270816025,1.20515049,0.01,-8.270816025,1.20515049,-10.63286758,-5.908764468,0.025,-5.738258149,0.7720207171,-9.228253331,1.621413144,-12.4061647,-6.050341964,0.005158555337,192.8527232,0.01,false,false,false
BTC,2020-10-13,2018-01-17,2020-10-12,1000,1.568702951,0.07073075997,0.7613108389,0.1715086772,-1.126702553,2.71698399,-2.979603836,-3.884248236,-2.074959437,-8.095535921,1.913433759,-11.84579717,-4.345274668,0.95,0.01,-6.095658613,1.079952677,-8.212326965,-3.978990262,0.02,0.01,-11.71732769,2.761207491,-17.12919492,-6.30546045,-8.095535921,1.091281025,0.01,-8.095535921,1.091281025,-10.23440743,-5.956664414,0.025,-5.686063193,0.7473723975,-8.670822452,1.449087769,-11.51098229,-5.830662615,0.003989034891,249.6872031,0.009,false,false,false
BTC,2020-10-14,2018-01-18,2020-10-13,1000,1.558171483,0.07106742399,0.7616981289,0.1704197513,0.03156734005,2.732227176,-2.984906263,-3.892450281,-2.077362244,-8.155442007,1.919743859,-11.91807083,-4.392813184,0.95,0.01,-6.143256958,1.080085141,-8.260184935,-4.026328982,0.02,0.01,-11.79940906,2.772091432,-17.23260842,-6.366209686,-8.155442007,1.082737975,0.01,-8.155442007,1.082737975,-10.27756944,-6.033314571,0.025,-5.726355963,0.7463716557,-8.738371411,1.451726452,-11.58370297,-5.893039849,0.00398276636,250.0817632,0.009,false,false,false
BTC,2020-10-15,2018-01-19,2020-10-14,1000,1.556455129,0.07083644972,0.7605042578,0.1733741687,0.5744241378,2.683746928,-2.983180108,-3.804676861,-2.161683354,-8.006100451,1.797087527,-11.52832728,-4.483873621,0.95,0.01,-6.044806753,1.106563798,-8.213631943,-3.875981563,0.019,0.01,-11.60427198,2.759016867,-17.01184567,-6.196698288,-8.006100451,1.102344523,0.01,-8.006100451,1.102344523,-10.16665601,-5.845544888,0.025,-5.622223648,0.762246857,-8.596684559,1.464753033,-11.46754775,-5.725821369,0.004006930688,248.5675812,0.01,false,false,false
BTC,2020-10-16,2018-01-20,2020-10-15,1000,1.561348327,0.07135347529,0.7581708488,0.1769309637,-1.518396829,2.648109275,-2.993448166,-3.806355283,-2.180541048,-7.926977852,1.801961121,-11.45875675,-4.395198953,0.95,0.01,-5.970607836,1.117405975,-8.160683303,-3.780532369,0.019,0.01,-11.46313351,2.748535352,-16.85016381,-6.076103213,-7.926977852,1.130260271,0.01,-7.926977852,1.130260271,-10.14224728,-5.711708427,0.025,-5.541050555,0.7750150973,-8.491013273,1.478027959,-11.38789484,-5.594131705,0.003977561069,250.4103448,0.01,false,false,false
BTC,2020-10-17,2018-01-21,2020-10-16,1000,1.559457424,0.0666071021,0.7601474611,0.1797513836,0.317267985,2.735344739,-3.043099819,-3.92505413,-2.161145507,-8.32392708,1.925017437,-12.09689192,-4.550962234,0.95,0.01,-6.314744087,1.163297721,-8.594765723,-4.034722451,0.018,0.01,-12.18540929,2.805504471,-17.68409701,-6.686721568,-8.32392708,1.173938807,0.01,-8.32392708,1.173938807,-10.62480486,-6.023049298,0.025,-5.728657326,0.7607737057,-8.942239427,1.50388245,-11.88979487,-5.994683988,0.004143400769,240.3476407,0.01,false,false,false
BTC,2020-10-18,2018-01-22,2020-10-17,1000,1.592211919,0.06850891234,0.754471489,0.187838456,1.096769322,2.691642202,-3.027964156,-3.924108807,-2.131819504,-8.150196106,1.923203836,-11.91960636,-4.380785854,0.95,0.01,-6.056368962,1.092211932,-8.197065012,-3.915672911,0.02,0.01,-11.63849669,2.731419358,-16.99198026,-6.285013122,-8.150196106,1.138511506,0.01,-8.150196106,1.138511506,-10.38163765,-5.918754558,0.025,-5.602669424,0.7447711175,-8.612246865,1.465342401,-11.4842652,-5.740228535,0.003821327857,260.6891398,0.009,false,false,false
BTC,2020-10-19,2018-01-23,2020-10-18,1000,1.610937756,0.06967260133,0.7511664811,0.1922175493,2.227634147,2.670548772,-3.04203985,-3.935879781,-2.148199919,-8.123915785,1.904734874,-11.85712754,-4.390704032,0.95,0.01,-6.006566491,1.130421563,-8.222152042,-3.79098094,0.018,0.01,-11.5777517,2.701380996,-16.87236116,-6.283142243,-8.123915785,1.146711361,0.01,-8.123915785,1.146711361,-10.37142875,-5.876402816,0.025,-5.411585189,0.7106980005,-8.525676167,1.464464855,-11.39597454,-5.655377795,0.003792184412,262.7002559,0.01,false,false,false
BTC,2020-10-20,2018-01-24,2020-10-19,1000,1.598956155,0.06960508536,0.7523063515,0.190966404,1.473482661,2.701241944,-3.044165147,-3.937520223,-2.150810072,-8.223026581,1.90443739,-11.95565528,-4.490397885,0.95,0.01,-6.079152553,1.122587918,-8.279384442,-3.878920664,0.018,0.01,-11.71908914,2.699398742,-17.00981345,-6.428364825,-8.223026581,1.120169204,0.01,-8.223026581,1.120169204,-10.41851788,-6.027535285,0.025,-5.478088126,0.6905592403,-8.629375933,1.447519356,-11.46646174,-5.792290128,0.003790980298,262.784014,0.01,false,false,false
BTC,2020-10-21,2018-01-25,2020-10-20,1000,1.588331861,0.06959678158,0.7530806247,0.1904196831,7.338405431,2.686738079,-3.04665632,-3.939323834,-2.153988807,-8.18556755,1.896297937,-11.90224321,-4.46889189,0.95,0.01,-6.056200806,1.120195607,-8.251743852,-3.86065776,0.018,0.01,-11.67652715,2.692122325,-16.95298995,-6.400064353,-8.18556755,1.126406077,0.01,-8.18556755,1.126406077,-10.39328289,-5.977852206,0.025,-5.452485978,0.6919417512,-8.59323105,1.447165054,-11.42962244,-5.756839665,0.003804226512,261.8655252,0.009,false,false,false
BTC,2020-10-22,2018-01-26,2020-10-21,1000,1.635211998,0.06776250192,0.7524245455,0.1883684326,1.102798757,3.290974387,-3.02989065,-3.838519552,-2.221261747,-9.971292525,2.761652267,-15.38403151,-4.558553543,0.95,0.01,-7.392957591,1.8308871,-10.98143037,-3.804484815,0.019,0.01,-14.26189929,4.106278904,-22.31005805,-6.213740524,-9.971292525,2.189496668,0.01,-9.971292525,2.189496668,-14.26262714,-5.679957911,0.025,-6.656724084,1.417188362,-10.49915141,2.521469703,-15.44114122,-5.557161606,0.003834363303,259.7994916,0.01,false,false,false
BTC,2020-10-23,2018-01-27,2020-10-22,1000,1.621725905,0.0667473235,0.7539176176,0.18761622,-0.2652970455,3.132745922,-3.032841143,-3.841791547,-2.223890739,-9.501120723,2.349539315,-14.10613316,-4.896108286,0.95,0.01,-7.046611103,1.508033024,-10.00230152,-4.090920689,0.019,0.01,-13.59422001,3.522051296,-20.4973137,-6.691126319,-9.501120723,1.713456487,0.01,-9.501120723,1.713456487,-12.85943373,-6.142807719,0.025,-6.342750368,1.091413023,-10.00748969,2.049859153,-14.02513981,-5.989839579,0.003838035745,259.5499444,0.01,false,false,false
BTC,2020-10-24,2018-01-28,2020-10-23,1000,1.613284542,0.06578529806,0.7546646125,0.1878386598,1.355828285,2.999419774,-3.035995266,-3.930986644,-2.141003889,-9.106224236,2.186954025,-13.39257536,-4.819873112,0.95,0.01,-6.75892255,1.289483908,-9.286264567,-4.231580532,0.019,0.01,-13.03913669,3.126135506,-19.16624969,-6.912023687,-9.106224236,1.384495239,0.01,-9.106224236,1.384495239,-11.81978504,-6.392663431,0.025,-6.077785028,0.8608450537,-9.596355953,1.727946535,-12.98306893,-6.209642976,0.00384897122,258.8096849,0.009,false,false,false
BTC,2020-10-25,2018-01-29,2020-10-24,1000,1.609949055,0.06509035277,0.7547286822,0.1885436718,-0.5883025248,2.914220166,-3.038905495,-3.931860966,-2.145950024,-8.856039675,2.055385445,-12.88452112,-4.827558229,0.95,0.01,-6.580717475,1.189972377,-8.913020477,-4.248414473,0.019,0.01,-12.70050835,2.939539782,-18.46190045,-6.939116245,-8.856039675,1.242057878,0.01,-8.856039675,1.242057878,-11.29042838,-6.421650967,0.025,-5.909127389,0.7535741943,-9.340675217,1.581783992,-12.44091487,-6.240435562,0.003869588384,257.4254191,0.01,false,false,false
BTC,2020-10-26,2018-01-30,2020-10-25,1000,1.590762317,0.06446483132,0.7572394633,0.1841979705,0.3376507193,2.846155189,-3.04282078,-3.842716046,-2.242925513,-8.66034015,1.836893431,-12.26058512,-5.060095182,0.95,0.01,-6.542335538,1.16384902,-8.823437701,-4.261233375,0.018,0.01,-12.74424637,2.855359167,-18.3406475,-7.14784524,-8.66034015,1.178230251,0.01,-8.66034015,1.178230251,-10.96962901,-6.351051292,0.025,-5.784001138,0.6840115378,-9.261332558,1.505380844,-12.2118248,-6.31084032,0.004200314251,237.0774248,0.01,false,false,false
BTC,2020-10-27,2018-01-31,2020-10-26,1000,1.589726737,0.06423312189,0.7574710717,0.184810412,4.332755896,2.780717805,-3.041767847,-3.923185274,-2.16035042,-8.45829801,1.894524684,-12.17149816,-4.745097862,0.95,0.01,-6.391519842,1.124210475,-8.594931885,-4.1881078,0.018,0.01,-12.40358063,2.770890299,-17.83442582,-6.972735441,-8.45829801,1.13149378,0.01,-8.45829801,1.13149378,-10.67598507,-6.240610953,0.025,-5.648087221,0.6687590318,-9.049588337,1.458925099,-11.90902899,-6.190147686,0.004152197025,239.8363558,0.009,false,false,false
BTC,2020-10-28,2018-02-01,2020-10-27,1000,1.607307911,0.06506587181,0.7551650236,0.1861016879,-2.844584942,2.944995528,-3.041332447,-3.924371822,-2.158293071,-8.956710453,2.108529527,-13.08935239,-4.824068521,0.95,0.01,-6.767464246,1.287690333,-9.291290923,-4.243637569,0.018,0.01,-13.14237834,3.08313233,-19.18520666,-7.099550011,-8.956710453,1.36124545,0.01,-8.956710453,1.36124545,-11.62470251,-6.288718398,0.025,-5.980314788,0.8270209763,-9.584199267,1.690808294,-12.89812263,-6.270275907,0.004158498456,239.4714131,0.009,false,false,false
BTC,2020-10-29,2018-02-02,2020-10-28,1000,1.641678351,0.06721714835,0.7498587302,0.192852003,1.247510346,3.205012582,-3.037975251,-3.847882506,-2.228067996,-9.736748905,2.026760873,-13.70912722,-5.764370589,0.95,0.01,-7.273666342,1.240796513,-9.70558282,-4.841749865,0.018,0.01,-13.91123445,3.075053003,-19.93822759,-7.884241316,-9.736748905,1.108660286,0.01,-9.736748905,1.108660286,-11.90968314,-7.563814674,0.025,-6.491135153,0.7230519886,-10.32140396,1.587288253,-13.43243177,-7.210376149,0.003815832535,261.0660081,0.01,false,false,false
BTC,2020-10-30,2018-02-03,2020-10-29,1000,1.627996065,0.067181891,0.7515492693,0.1888273844,0.8052075583,3.070517557,-3.041412343,-3.929025556,-2.153799129,-9.338709995,2.00715739,-13.27266619,-5.404753799,0.95,0.01,-7.046185928,1.143860931,-9.288112156,-4.804259699,0.018,0.01,-13.53226387,2.892530218,-19.20151892,-7.863008816,-9.338709995,1.003950412,0.01,-9.338709995,1.003950412,-11.30641664,-7.371003345,0.025,-6.231439504,0.6241879835,-9.984378926,1.453851426,-12.83387536,-7.134882492,0.003993266731,249.4215389,0.01,false,false,false
BTC,2020-10-31,2018-02-04,2020-10-30,1000,1.631010433,0.06580153337,0.7509294948,0.1911483092,1.716060814,2.954817801,-3.044605893,-3.844069589,-2.245142198,-8.996255692,1.797463466,-12.51921935,-5.473292036,0.95,0.01,-6.821622561,1.100560011,-8.978680545,-4.664564577,0.018,0.01,-13.12453212,2.785872392,-18.58474167,-7.664322566,-8.996255692,0.9570218134,0.01,-8.996255692,0.9570218134,-10.87198398,-7.120527405,0.025,-5.999337413,0.5926542788,-9.656439797,1.398625688,-12.39769577,-6.915183822,0.004081978526,243.9792408,0.01,false,false,false
BTC,2020-11-01,2018-02-05,2020-10-31,1000,1.561875468,0.06384989167,0.7620335178,0.1729442496,-0.3189593194,2.898527466,-3.047952402,-4.005394059,-2.090510745,-8.834573754,1.966076738,-12.68801335,-4.981134156,0.95,0.01,-6.932493884,1.213730592,-9.311362131,-4.553625636,0.017,0.01,-13.80538037,3.060465688,-19.80378289,-7.806977844,-8.834573754,1.078810033,0.01,-8.834573754,1.078810033,-10.94900256,-6.720144943,0.025,-5.768867355,0.5956482449,-9.720860104,1.538699271,-12.73665526,-6.705064949,0.004994282153,199.2289757,0.009,false,false,false
BTC,2020-11-02,2018-02-06,2020-11-01,1000,1.568734923,0.07340079288,0.756166383,0.1739815884,-1.367823012,2.817795946,-2.997541133,-3.813571556,-2.181510711,-8.446459253,1.784275085,-11.94357416,-4.949344349,0.95,0.01,-6.243426023,1.061852265,-8.324618219,-4.162233827,0.019,0.01,-12.22668666,2.738187954,-17.59343643,-6.859936888,-8.446459253,1.051034776,0.01,-8.446459253,1.051034776,-10.50644956,-6.386468946,0.025,-5.545040953,0.582089206,-8.857231371,1.388055585,-11.57777033,-6.136692415,0.003965685602,251.1632071,0.01,false,false,false
BTC,2020-11-03,2018-02-07,2020-11-02,1000,1.585488732,0.07152751258,0.7546954783,0.1784463504,2.907841515,2.836766362,-2.995845959,-3.900401417,-2.091290502,-8.498515043,1.905778647,-12.23377255,-4.763257532,0.95,0.01,-6.288530073,1.06077396,-8.367608831,-4.209451315,0.019,0.01,-12.3036806,2.74199642,-17.67789483,-6.92946637,-8.498515043,1.045152055,0.01,-8.498515043,1.045152055,-10.54697543,-6.450054656,0.025,-5.599733987,0.5763446339,-8.916078621,1.384347271,-11.62934941,-6.202807827,0.003972430503,250.7350522,0.009,false,false,false
BTC,2020-11-04,2018-02-08,2020-11-03,1000,1.585255676,0.07156063242,0.7544086534,0.1783953652,1.30614447,2.872822518,-2.997917999,-3.812919934,-2.182916063,-8.612486333,1.809352177,-12.15875144,-5.066221231,0.95,0.01,-6.370565458,1.075241016,-8.477999124,-4.263131793,0.019,0.01,-12.4682425,2.776972681,-17.91100894,-7.025476055,-8.612486333,1.057589533,0.01,-8.612486333,1.057589533,-10.68532373,-6.539648938,0.025,-5.67413792,0.5816540014,-9.035224884,1.401177083,-11.7814815,-6.288968266,0.003969494775,250.9212284,0.01,false,false,false
BTC,2020-11-05,2018-02-09,2020-11-04,1000,1.593301665,0.06994177709,0.7536360642,0.1817484738,9.74158108,2.814828095,-2.998623108,-3.812734924,-2.184511293,-8.440608571,1.786238594,-11.94157188,-4.939645259,0.95,0.01,-6.24636523,1.067256154,-8.338148854,-4.154581607,0.019,0.01,-12.21745067,2.738620568,-17.58504835,-6.849852987,-8.440608571,1.062508097,0.01,-8.440608571,1.062508097,-10.52308617,-6.358130969,0.025,-5.580490367,0.5919142245,-8.859669318,1.392832352,-11.58957057,-6.129768071,0.003970428236,250.8620009,0.01,false,false,false
BTC,2020-11-06,2018-02-10,2020-11-05,1000,1.664432354,0.06763492226,0.7522328782,0.179961817,-0.0896930308,3.767555462,-2.958827556,-3.862170367,-2.055484746,-11.14754692,3.741723669,-18.48119055,-3.813903292,0.95,0.01,-8.316460365,2.496763854,-13.2100276,-3.422893134,0.019,0.01,-16.26314935,5.482938214,-27.00951078,-5.516787926,-11.14754692,3.115044725,0.01,-11.14754692,3.115044725,-17.25292239,-5.04217145,0.025,-7.422435632,2.016253482,-11.82944452,3.493651331,-18.6768753,-4.982013733,0.004069635618,244.7222449,0.009,false,false,false
BTC,2020-11-07,2018-02-11,2020-11-06,1000,1.658916174,0.06600124682,0.7531778246,0.1801402739,-4.817614127,3.497010902,-2.96297113,-3.779515848,-2.146426412,-10.36154235,2.945226094,-16.13407942,-4.589005275,0.95,0.01,-7.734730327,1.940982042,-11.53898522,-3.930475431,0.02,0.01,-15.10965505,4.459743682,-23.85059204,-6.368718051,-10.36154235,2.351401029,0.01,-10.36154235,2.351401029,-14.97020368,-5.752881015,0.025,-6.910200093,1.504563287,-11.0027026,2.709859691,-16.31393,-5.691475208,0.004063232196,245.1094891,0.01,false,false,false
BTC,2020-11-08,2018-02-12,2020-11-07,1000,1.639107157,0.06887300713,0.7555443766,0.1706621352,4.261566759,4.075982212,-2.978856047,-3.799224437,-2.158487657,-12.14176426,2.915180608,-17.85541326,-6.42811526,0.95,0.01,-9.009746921,1.833005077,-12.60237085,-5.417122987,0.019,0.01,-17.6292937,4.447582331,-26.34639489,-8.912192516,-12.14176426,2.031471592,0.01,-12.14176426,2.031471592,-16.12337542,-8.160153104,0.025,-7.985489078,1.228373231,-12.77954913,2.470796428,-17.62222114,-7.936877114,0.004005033363,248.6858102,0.01,false,false,false
BTC,2020-11-09,2018-02-13,2020-11-08,1000,1.656911164,0.06594330751,0.7547067713,0.1751282199,-0.9558200327,3.913690828,-2.972035914,-3.879692307,-2.06437952,-11.6316297,2.856086941,-17.22945724,-6.033802153,0.95,0.01,-8.65371153,1.680567972,-11.94756423,-5.359858831,0.019,0.01,-16.91821232,4.144741804,-25.04175698,-8.794667662,-11.6316297,1.813577188,0.01,-11.6316297,1.813577188,-15.18617567,-8.077083724,0.025,-7.675876878,1.086277553,-12.27179427,2.253966375,-16.68948719,-7.854101356,0.004030171231,247.1284151,0.009,false,false,false
BTC,2020-11-10,2018-02-14,2020-11-09,1000,1.639329256,0.06561151879,0.7573170756,0.1694508726,-0.270468711,3.660127241,-2.986981851,-3.8080189,-2.165944802,-10.93273364,2.345586156,-15.52999803,-6.335469251,0.95,0.01,-8.105716335,1.398197674,-10.84613342,-5.365299251,0.019,0.01,-15.85039406,3.605868773,-22.91776699,-8.783021127,-10.93273364,1.381911945,0.01,-10.93273364,1.381911945,-13.64123128,-8.224235998,0.025,-7.176525931,0.774645571,-11.49657887,1.834870515,-15.092859,-7.900298748,0.003986330937,249.8572459,0.01,false,false,false
BTC,2020-11-11,2018-02-15,2020-11-10,1000,1.648172204,0.06217021369,0.7579414105,0.1715732357,2.648801559,3.425006333,-2.98688586,-3.895019086,-2.078752635,-10.23010299,2.263401175,-14.66628777,-5.793918202,0.95,0.01,-7.594817953,1.232631726,-10.01073174,-5.178904164,0.019,0.01,-14.83534613,3.25976817,-21.22437434,-8.446317916,-10.23010299,1.138858675,0.01,-10.23010299,1.138858675,-12.46222497,-7.997981002,0.025,-6.721734365,0.6054098206,-10.76773149,1.597121582,-13.89803226,-7.637430706,0.003993139023,249.4295478,0.01,false,false,false
BTC,2020-11-12,2018-02-16,2020-11-11,1000,1.655843631,0.06003924579,0.7578925107,0.173595417,3.596670089,3.306005549,-2.985544435,-3.808280425,-2.162808445,-9.87022647,2.05383903,-13.895677,-5.84477594,0.95,0.01,-7.337118318,1.204719049,-9.698324266,-4.97591237,0.019,0.01,-14.32322697,3.170214147,-20.53673252,-8.109721418,-9.87022647,1.126430239,0.01,-9.87022647,1.126430239,-12.07798917,-7.662463769,0.025,-6.494398253,0.6074704243,-10.40047303,1.567087648,-13.47190838,-7.329037676,0.004003789725,248.7633664,0.01,false,false,false
BTC,2020-11-13,2018-02-17,2020-11-12,1000,1.661842218,0.06037816446,0.7565540586,0.1750754042,0.2544313206,3.270984676,-2.982714742,-3.88770269,-2.077726794,-9.756414213,2.235121944,-14.13717272,-5.375655702,0.95,0.01,-7.260251182,1.254162963,-9.71836542,-4.802136944,0.019,0.01,-14.17660796,3.227847013,-20.50307186,-7.850144069,-9.756414213,1.22960687,0.01,-9.756414213,1.22960687,-12.16639939,-7.346429033,0.025,-6.432492041,0.6934104707,-10.29352196,1.644655495,-13.5169875,-7.070056422,0.004019325163,247.7979846,0.009,false,false,false
BTC,2020-11-14,2018-02-18,2020-11-13,1000,1.668228038,0.05888738884,0.7561125331,0.1773774846,-1.54187164,3.118536978,-2.980445996,-3.797461684,-2.163430309,-9.294631051,1.963186872,-13.14240662,-5.446855487,0.95,0.01,-6.9291812,1.164062537,-9.210701849,-4.647660552,0.019,0.01,-13.51961926,3.029309437,-19.45695665,-7.582281861,-9.294631051,1.107183064,0.01,-9.294631051,1.107183064,-11.46466998,-7.124592121,0.025,-6.175641323,0.6117925619,-9.819942477,1.514383044,-12.7880787,-6.851806251,0.004037107452,246.7021015,0.01,false,false,false
BTC,2020-11-15,2018-02-19,2020-11-14,1000,1.663358972,0.05892342571,0.7566810024,0.1760282005,-0.7029240926,3.095529995,-2.984111376,-3.802082661,-2.166140091,-9.237406271,1.893421257,-12.94844374,-5.526368801,0.95,0.01,-6.879712295,1.101474162,-9.038561982,-4.720862608,0.019,0.01,-13.42671456,2.928451359,-19.16637376,-7.687055369,-9.237406271,0.9913835881,0.01,-9.237406271,0.9913835881,-11.1804824,-7.294330144,0.025,-6.170859202,0.5411053842,-9.779047467,1.414688406,-12.55178579,-7.006309142,0.004025516848,247.4153061,0.01,false,false,false
BTC,2020-11-16,2018-02-20,2020-11-15,1000,1.66532487,0.05820705635,0.7563594378,0.1772832506,4.656389869,3.002437156,-2.983552907,-3.888671119,-2.078434696,-8.957930106,1.978450965,-12.83562274,-5.080237469,0.95,0.01,-6.701474998,1.047170448,-8.753891361,-4.649058634,0.02,0.01,-13.02906295,2.857428607,-18.62952011,-7.428605797,-8.957930106,0.9710276783,0.01,-8.957930106,0.9710276783,-10.86110938,-7.054750828,0.025,-5.997207332,0.5521928703,-9.522542228,1.391257869,-12.24935754,-6.795726912,0.004037647904,246.6689458,0.009,false,false,false
BTC,2020-11-17,2018-02-21,2020-11-16,1000,1.669961339,0.05826632326,0.7562101711,0.1769886251,5.410247584,3.124018679,-2.982606187,-3.885938475,-2.079273899,-9.317717442,2.147509964,-13.52675963,-5.108675255,0.95,0.01,-6.971676269,1.181314791,-9.287010713,-4.656341824,0.02,0.01,-13.55138151,3.103364701,-19.63386455,-7.468898461,-9.317717442,1.17875163,0.01,-9.317717442,1.17875163,-11.62802818,-7.007406699,0.025,-6.234954728,0.7048252883,-9.90741804,1.586989818,-13.01786093,-6.796975153,0.004035519236,246.799587,0.01,false,false,false
BTC,2020-11-18,2018-02-22,2020-11-17,1000,1.67060698,0.05896103683,0.7567227528,0.1753513119,0.8947999876,3.288707669,-2.982331247,-3.886712307,-2.077950186,-9.80801564,2.533143021,-14.77288473,-4.843146551,0.95,0.01,-7.33601038,1.483041782,-10.24271886,-4.4293019,0.021,0.01,-14.25059762,3.663526009,-21.43097665,-7.070218585,-9.80801564,1.682803629,0.01,-9.80801564,1.682803629,-13.10625015,-6.509781134,0.025,-6.544729965,1.066684204,-10.43192983,2.067170966,-14.48351047,-6.380349187,0.004018641932,247.8402841,0.009,false,false,false
